Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,True Label,Predicted True Label
2016-09-26,2016,9,26,Monday,39,2016-39,215.02,215.23,214.01,214.24,89827300,189.71,-0.0081020438202529,190.0471428571429,191.2406,-,
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,190.89,0.0062076436699929,189.89928571428567,191.245,+,
2016-09-28,2016,9,28,Wednesday,39,2016-39,215.83,216.82,214.71,216.64,87411000,191.84,0.004963774073381,189.85071428571428,191.2722,+,
2016-09-29,2016,9,29,Thursday,39,2016-39,216.4,216.87,214.04,214.68,128070600,190.1,-0.0090474825802076,190.00714285714284,191.2488,-,
2016-09-30,2016,9,30,Friday,39,2016-39,215.65,217.12,215.36,216.3,117202900,191.54,0.0075462799198207,190.0735714285714,191.2686,+,
2016-10-03,2016,10,3,Monday,40,2016-40,215.82,216.04,215.04,215.78,83512100,191.08,-0.0024040428261703,190.3028571428572,191.2622,-,
2016-10-04,2016,10,4,Tuesday,40,2016-40,215.91,216.17,213.99,214.68,119948100,190.1,-0.0050979730129013,190.46714285714285,191.2466,-,
2016-10-05,2016,10,5,Wednesday,40,2016-40,215.41,216.13,215.33,215.63,72816000,190.94,0.0044253807553968,190.55714285714288,191.246,+,
2016-10-06,2016,10,6,Thursday,40,2016-40,215.37,216.04,214.74,215.78,62927400,191.08,0.0006956363026415,190.71,191.2522,+,
2016-10-07,2016,10,7,Friday,40,2016-40,216.1,216.3,214.19,215.04,89788300,190.42,-0.0034292071793106,190.81285714285715,191.2408,-,
2016-10-10,2016,10,10,Monday,41,2016-41,216.16,216.7,215.99,216.16,51855000,191.41,0.0052081471945237,190.9857142857143,191.243,+,
2016-10-11,2016,10,11,Tuesday,41,2016-41,215.66,215.74,212.58,213.43,130367400,189.0,-0.0126296177578012,190.835,191.2002,-,
2016-10-12,2016,10,12,Wednesday,41,2016-41,213.59,214.32,213.01,213.71,73866100,189.24,0.0013122021396814,190.615,191.1868,+,
2016-10-13,2016,10,13,Thursday,41,2016-41,212.16,213.59,211.21,213.01,101357000,188.62,-0.0032758434684141,190.4264285714286,191.1498,-,
2016-10-14,2016,10,14,Friday,41,2016-41,214.15,214.69,213.03,213.12,93346200,188.72,0.0005163540148365,190.3557142857143,191.1108,+,
2016-10-17,2016,10,17,Monday,42,2016-42,213.09,213.39,212.17,212.38,58275700,188.07,-0.0034720894316706,190.1542857142857,191.0276,-,
2016-10-18,2016,10,18,Tuesday,42,2016-42,214.24,214.31,213.27,213.71,76869700,189.24,0.006262660126308,189.96857142857144,190.97,+,
2016-10-19,2016,10,19,Wednesday,42,2016-42,214.02,214.64,213.6,214.28,66519200,189.75,0.0026669242532555,189.94357142857143,190.9204,+,
2016-10-20,2016,10,20,Thursday,42,2016-42,213.87,214.53,213.11,213.88,73639800,189.39,-0.0018666099253276,189.79,190.873,-,
2016-10-21,2016,10,21,Friday,42,2016-42,213.88,214.08,212.76,213.98,89089100,189.48,0.0004675251684516,189.6757142857143,190.8096,+,
2016-10-24,2016,10,24,Monday,43,2016-43,215.0,215.32,214.48,214.89,60146600,190.29,0.0042528693701844,189.6892857142857,190.7658,+,
2016-10-25,2016,10,25,Tuesday,43,2016-43,214.68,214.98,213.98,214.17,66542300,189.65,-0.0033505519822696,189.59714285714284,190.6982,-,
2016-10-26,2016,10,26,Wednesday,43,2016-43,213.21,214.42,212.93,213.74,75705500,189.27,-0.0020080461842576,189.4678571428572,190.6428,-,
2016-10-27,2016,10,27,Thursday,43,2016-43,214.58,214.62,213.08,213.17,77220200,188.77,-0.0026666314093336,189.35,190.5702,-,
2016-10-28,2016,10,28,Friday,43,2016-43,213.14,213.93,211.71,212.54,140623200,188.21,-0.0029553885946783,189.12142857142857,190.4778,-,
2016-10-31,2016,10,31,Monday,44,2016-44,212.93,213.19,212.36,212.55,61272500,188.22,4.726617855221882e-05,189.06571428571428,190.3912,+,
2016-11-01,2016,11,1,Tuesday,44,2016-44,212.93,212.99,209.6,211.01,122781800,186.85,-0.0072457329494711,188.895,190.27740000000003,-,
2016-11-02,2016,11,2,Wednesday,44,2016-44,210.65,211.1,209.23,209.74,103330800,185.73,-0.0060185660034193,188.6885714285714,190.1334,-,
2016-11-03,2016,11,3,Thursday,44,2016-44,209.99,210.24,208.46,208.78,88939300,184.88,-0.0045772613937979,188.4142857142857,189.99220000000005,-,
2016-11-04,2016,11,4,Friday,44,2016-44,208.91,209.89,208.38,208.55,109122100,184.67,-0.0011015011068246,188.17142857142855,189.84940000000003,-,
2016-11-07,2016,11,7,Monday,45,2016-45,208.55,213.19,208.55,213.15,109794900,188.75,0.0220569589948547,188.13642857142855,189.7954,+,
2016-11-08,2016,11,8,Tuesday,45,2016-45,212.69,214.77,212.38,214.11,106772100,189.6,0.0045041152245077,188.1257142857143,189.7396,+,
2016-11-09,2016,11,9,Wednesday,45,2016-45,212.37,217.1,212.34,216.38,258429000,191.61,0.0106019759021638,188.2842857142857,189.7304,+,
2016-11-10,2016,11,10,Thursday,45,2016-45,217.3,218.31,215.22,216.92,172113300,192.09,0.0024955306691776,188.47071428571425,189.7416,+,
2016-11-11,2016,11,11,Friday,45,2016-45,216.08,216.7,215.32,216.42,100552700,191.64,-0.0023049451304538,188.56714285714284,189.7436,-,
2016-11-14,2016,11,14,Monday,46,2016-46,217.03,217.27,215.72,216.59,94580000,191.79,0.0007853772063852,188.72000000000003,189.7314,+,
2016-11-15,2016,11,15,Tuesday,46,2016-46,217.04,218.28,216.8,218.28,91652600,193.29,0.0078028175333908,189.0071428571429,189.7376,+,
2016-11-16,2016,11,16,Wednesday,46,2016-46,217.56,218.14,217.42,217.87,65617700,192.93,-0.001878269535349,189.3042857142857,189.737,-,
2016-11-17,2016,11,17,Thursday,46,2016-46,218.05,219.06,217.92,218.99,69797200,193.92,0.0051405765297833,189.71214285714288,189.765,+,
2016-11-18,2016,11,18,Friday,46,2016-46,219.07,219.27,218.29,218.5,86265800,193.49,-0.0022375198623558,190.0885714285714,189.8766,-,
2016-11-21,2016,11,21,Monday,47,2016-47,219.17,220.18,219.0,220.15,72402600,194.95,0.0075514905903482,190.6671428571429,189.9634,+,
2016-11-22,2016,11,22,Tuesday,47,2016-47,220.51,220.79,219.73,220.58,67429000,195.33,0.0019532667143236,191.35285714285715,190.1126,+,
2016-11-23,2016,11,23,Wednesday,47,2016-47,219.98,220.76,219.75,220.7,56620200,195.43,0.0005440986273872,192.10642857142852,190.2652,+,
2016-11-25,2016,11,25,Friday,47,2016-47,221.1,221.56,221.01,221.52,37872300,196.16,0.0037152697234288,192.92714285714283,190.3948,+,
2016-11-28,2016,11,28,Monday,48,2016-48,221.16,221.48,220.36,220.48,76572500,195.24,-0.0046948638011105,193.39071428571427,190.5208,-,
2016-11-29,2016,11,29,Tuesday,48,2016-48,220.52,221.44,220.17,220.91,69886700,195.62,0.0019504214984655,193.82071428571427,190.6536,+,
2016-11-30,2016,11,30,Wednesday,48,2016-48,221.63,221.82,220.31,220.38,113291800,195.15,-0.0023992719579717,194.0735714285714,190.7768,-,
2016-12-01,2016,12,1,Thursday,48,2016-48,220.73,220.73,219.15,219.57,79040500,194.43,-0.0036754713676503,194.2407142857143,190.8432,-,
2016-12-02,2016,12,2,Friday,48,2016-48,219.67,220.25,219.26,219.68,74840300,194.53,0.0005010055819272,194.44714285714284,190.8874,+,
2016-12-05,2016,12,5,Monday,49,2016-49,220.65,221.4,220.42,221.0,67837800,195.7,0.0060087426562447,194.72642857142856,190.9762,+,
2016-12-06,2016,12,6,Tuesday,49,2016-49,221.22,221.74,220.66,221.7,59877400,196.32,0.0031673962237788,194.94285714285712,191.1084,+,
2016-12-07,2016,12,7,Wednesday,49,2016-49,221.52,224.67,221.38,224.6,110738100,198.89,0.0130809271953082,195.3685714285714,191.2684,+,
2016-12-08,2016,12,8,Thursday,49,2016-49,224.57,225.7,224.26,225.15,99714400,199.37,0.0024486195366479,195.75785714285715,191.419,+,
2016-12-09,2016,12,9,Friday,49,2016-49,225.41,226.53,225.37,226.51,88005800,200.58,0.0060404712954393,196.26428571428573,191.6286,+,
2016-12-12,2016,12,12,Monday,50,2016-50,226.4,226.96,225.76,226.25,102016100,200.35,-0.0011478019417845,196.65,191.8048,-,
2016-12-13,2016,12,13,Tuesday,50,2016-50,227.02,228.34,227.0,227.76,110477500,201.69,0.0066740862954155,197.1042857142857,192.017,+,
2016-12-14,2016,12,14,Wednesday,50,2016-50,227.41,228.23,225.37,225.88,142501800,200.02,-0.0082542548352705,197.43214285714288,192.2154,-,
2016-12-15,2016,12,15,Thursday,50,2016-50,226.16,227.81,225.89,226.81,124972600,200.84,0.0041171551487781,197.76642857142855,192.4134,+,
2016-12-16,2016,12,16,Friday,50,2016-50,226.01,226.08,224.67,225.04,156420200,200.45,-0.0019560060462512,198.13857142857145,192.6008,-,
2016-12-19,2016,12,19,Monday,51,2016-51,225.25,226.02,225.08,225.53,90341100,200.89,0.0021776248231113,198.515,192.8102,+,
2016-12-20,2016,12,20,Tuesday,51,2016-51,226.15,226.57,225.88,226.4,89838800,201.66,0.003857232713909,198.98,193.0152,+,
2016-12-21,2016,12,21,Wednesday,51,2016-51,226.25,226.45,225.77,225.77,67909000,201.1,-0.0027824229680908,199.45642857142855,193.2572,-,
2016-12-22,2016,12,22,Thursday,51,2016-51,225.6,225.74,224.92,225.38,56219100,200.75,-0.001727391962885,199.9007142857143,193.4874,-,
2016-12-23,2016,12,23,Friday,51,2016-51,225.43,225.72,225.21,225.71,36697800,201.05,0.0014643556409539,200.28285714285715,193.736,+,
2016-12-27,2016,12,27,Tuesday,52,2016-52,226.02,226.73,226.0,226.27,42672500,201.55,0.0024808920160783,200.65642857142856,193.9926,+,
2016-12-28,2016,12,28,Wednesday,52,2016-52,226.57,226.59,224.27,224.4,64095000,199.88,-0.0082643163988536,200.7271428571429,194.2288,-,
2016-12-29,2016,12,29,Thursday,52,2016-52,224.48,224.89,223.84,224.35,48696100,199.84,-0.0002229867336253,200.76071428571427,194.4408,-,
2016-12-30,2016,12,30,Friday,52,2016-52,224.73,224.83,222.73,223.53,108998300,199.11,-0.0036550950623268,200.65571428571428,194.628,-,
2017-01-03,2017,1,3,Tuesday,1,2017-01,225.04,225.83,223.88,225.24,91366500,200.63,0.0076501435704736,200.6757142857143,194.8528,+,
2017-01-04,2017,1,4,Wednesday,1,2017-01,225.62,226.75,225.61,226.58,78744400,201.82,0.0059492102045652,200.685,195.0996,+,
2017-01-05,2017,1,5,Thursday,1,2017-01,226.27,226.58,225.48,226.4,78379000,201.66,-0.0007947566023882,200.80214285714283,195.327,-,
2017-01-06,2017,1,6,Friday,1,2017-01,226.53,227.75,225.9,227.21,71559900,202.38,0.0035780387054382,200.91214285714287,195.5816,+,
2017-01-09,2017,1,9,Monday,2,2017-02,226.91,227.07,226.42,226.46,46939700,201.72,-0.003300720693918,201.00285714285715,195.8306,-,
2017-01-10,2017,1,10,Tuesday,2,2017-02,226.48,227.45,226.01,226.46,63771900,201.72,0.0,201.06214285714285,196.0896,+,
2017-01-11,2017,1,11,Wednesday,2,2017-02,226.36,227.1,225.59,227.1,74650000,202.29,0.0028260122326639,201.1071428571429,196.3712,+,
2017-01-12,2017,1,12,Thursday,2,2017-02,226.5,226.75,224.96,226.53,72113200,201.78,-0.0025099858211259,201.15571428571428,196.6424,-,
2017-01-13,2017,1,13,Friday,2,2017-02,226.73,227.4,226.69,227.05,62717900,202.24,0.0022954872482676,201.2621428571429,196.9502,+,
2017-01-17,2017,1,17,Tuesday,3,2017-03,226.31,226.78,225.8,226.25,61240800,201.53,-0.0035237326456883,201.29642857142855,197.26620000000003,-,
2017-01-18,2017,1,18,Wednesday,3,2017-03,226.54,226.8,225.9,226.75,54793300,201.97,0.0022102722082877,201.32642857142855,197.608,+,
2017-01-19,2017,1,19,Thursday,3,2017-03,226.84,227.0,225.41,225.91,66608800,201.23,-0.0037044969578702,201.42285714285717,197.9392,-,
2017-01-20,2017,1,20,Friday,3,2017-03,226.7,227.31,225.97,226.74,129168600,201.97,0.0036740630199021,201.575,198.2036,+,
2017-01-23,2017,1,23,Monday,4,2017-04,226.74,226.81,225.27,226.15,75061600,201.44,-0.0026023660263135,201.74142857142857,198.4404,-,
2017-01-24,2017,1,24,Tuesday,4,2017-04,226.4,228.08,226.27,227.6,95555300,202.73,0.0064118048837613,201.89142857142855,198.6628,+,
2017-01-25,2017,1,25,Wednesday,4,2017-04,228.7,229.57,228.51,229.57,84437700,204.49,0.0086555007728676,202.08214285714283,198.9108,+,
2017-01-26,2017,1,26,Thursday,4,2017-04,229.4,229.71,229.01,229.33,59970700,204.27,-0.0010452770312461,202.26857142857145,199.1634,-,
2017-01-27,2017,1,27,Friday,4,2017-04,229.42,229.59,228.76,228.97,59711100,203.95,-0.0015700043563923,202.38071428571428,199.4066,-,
2017-01-30,2017,1,30,Monday,5,2017-05,228.17,228.2,226.41,227.55,79737300,202.69,-0.0062014606089416,202.45,199.5946,-,
2017-01-31,2017,1,31,Tuesday,5,2017-05,226.98,227.6,226.32,227.53,75880800,202.67,-8.808041606478412e-05,202.51785714285717,199.78940000000003,-,
2017-02-01,2017,2,1,Wednesday,5,2017-05,227.53,228.59,226.94,227.62,79117700,202.75,0.0003954933186247,202.5507142857143,199.966,+,
2017-02-02,2017,2,2,Thursday,5,2017-05,227.62,228.1,226.82,227.77,69657600,202.88,0.0006589702017678,202.6292857142857,200.1538,+,
2017-02-03,2017,2,3,Friday,5,2017-05,228.82,229.55,228.46,229.34,80563200,204.28,0.0068931206051674,202.775,200.3404,+,
2017-02-06,2017,2,6,Monday,6,2017-06,228.87,229.33,228.54,228.93,57790100,203.92,-0.0017880448978686,202.94571428571427,200.5122,-,
2017-02-07,2017,2,7,Tuesday,6,2017-06,229.38,229.66,228.72,228.94,57931200,203.93,4.4148891312767446e-05,203.08571428571423,200.6822,+,
2017-02-08,2017,2,8,Wednesday,6,2017-06,228.94,229.39,228.31,229.24,51566200,204.19,0.001309966980332,203.2971428571429,200.8428,+,
2017-02-09,2017,2,9,Thursday,6,2017-06,229.24,230.95,229.24,230.6,65955200,205.4,0.0059327605525227,203.5421428571429,201.046,+,
2017-02-10,2017,2,10,Friday,6,2017-06,231.0,231.77,230.62,231.51,66015900,206.21,0.0039464071901216,203.88285714285712,201.2578,+,
2017-02-13,2017,2,13,Monday,7,2017-07,232.08,233.07,232.05,232.77,55182100,207.34,0.0054422359658328,204.21214285714285,201.5016,+,
2017-02-14,2017,2,14,Tuesday,7,2017-07,232.56,233.71,232.16,233.7,71109000,208.17,0.0039958696002386,204.475,201.7764,+,
2017-02-15,2017,2,15,Wednesday,7,2017-07,233.45,235.14,233.39,234.92,86785800,209.25,0.0052200038893657,204.8307142857143,202.0708,+,
2017-02-16,2017,2,16,Thursday,7,2017-07,234.95,235.16,233.85,234.72,84722400,209.07,-0.0008514942166647,205.19642857142856,202.3382,-,
2017-02-17,2017,2,17,Friday,7,2017-07,233.95,235.09,233.93,235.09,77204100,209.4,0.0015765739301289,205.67571428571424,202.5998,+,
2017-02-21,2017,2,21,Tuesday,8,2017-08,235.52,236.69,235.51,236.49,88946100,210.65,0.0059550558113421,206.24571428571429,202.835,+,
2017-02-22,2017,2,22,Wednesday,8,2017-08,236.02,236.54,235.83,236.28,62115200,210.46,-0.0008879269961461,206.79642857142855,203.0568,-,
2017-02-23,2017,2,23,Thursday,8,2017-08,236.88,236.9,235.56,236.44,74615900,210.61,0.0006772309670801,207.34857142857143,203.2574,+,
2017-02-24,2017,2,24,Friday,8,2017-08,235.46,236.79,235.41,236.74,82381600,210.87,0.0012687766188059,207.8192857142857,203.4678,+,
2017-02-27,2017,2,27,Monday,9,2017-09,236.64,237.31,236.35,237.11,56515400,211.2,0.0015630490317359,208.33928571428572,203.658,+,
2017-02-28,2017,2,28,Tuesday,9,2017-09,236.67,236.95,236.02,236.47,96961900,210.63,-0.0026992241022123,208.81785714285712,203.8702,-,
2017-03-01,2017,3,1,Wednesday,9,2017-09,238.39,240.32,238.37,239.78,149158200,213.58,0.0139973677240781,209.48857142857145,204.125,+,
2017-03-02,2017,3,2,Thursday,9,2017-09,239.56,239.57,238.21,238.27,70246000,212.24,-0.0062973110992421,209.97714285714284,204.3608,-,
2017-03-03,2017,3,3,Friday,9,2017-09,238.17,238.61,237.73,238.42,81974300,212.37,0.0006295159736802,210.4171428571429,204.5904,+,
2017-03-06,2017,3,6,Monday,10,2017-10,237.5,238.12,237.01,237.71,55391500,211.74,-0.0029779732580919,210.73142857142855,204.792,-,
2017-03-07,2017,3,7,Tuesday,10,2017-10,237.36,237.77,236.76,237.0,65103700,211.1,-0.0029867960065745,210.94071428571428,204.992,-,
2017-03-08,2017,3,8,Wednesday,10,2017-10,237.34,237.64,236.4,236.56,78168800,210.71,-0.0018566729709846,211.045,205.1912,-,
2017-03-09,2017,3,9,Thursday,10,2017-10,236.7,237.24,235.74,236.86,90683900,210.98,0.0012684228534807,211.18142857142857,205.3898,+,
2017-03-10,2017,3,10,Friday,10,2017-10,237.97,238.02,236.59,237.69,81991700,211.72,0.0035041391744476,211.34714285714287,205.5932,+,
2017-03-13,2017,3,13,Monday,11,2017-11,237.62,237.86,237.24,237.81,57256800,211.83,0.0005047839886325,211.43142857142857,205.8322,+,
2017-03-14,2017,3,14,Tuesday,11,2017-11,237.18,237.24,236.19,236.9,59880800,211.02,-0.0038266862581169,211.4714285714286,206.0558,-,
2017-03-15,2017,3,15,Wednesday,11,2017-11,237.56,239.44,237.29,238.95,96081800,212.84,0.0086534771583128,211.63071428571428,206.3304,+,
2017-03-16,2017,3,16,Thursday,11,2017-11,239.11,239.2,238.1,238.48,78344000,212.42,-0.0019670519162482,211.74142857142857,206.56620000000004,-,
2017-03-17,2017,3,17,Friday,11,2017-11,237.75,237.97,237.03,237.03,89002100,212.05,-0.0017562227240092,211.80214285714283,206.7708,-,
2017-03-20,2017,3,20,Monday,12,2017-12,237.03,237.36,236.32,236.77,52537000,211.82,-0.0010967189387335,211.8871428571429,206.974,-,
2017-03-21,2017,3,21,Tuesday,12,2017-12,237.47,237.61,233.58,233.73,131809300,209.1,-0.012839454056844,211.56714285714287,207.1084,-,
2017-03-22,2017,3,22,Wednesday,12,2017-12,233.77,234.61,233.05,234.28,97569200,209.59,0.002353060167701,211.37785714285715,207.2658,+,
2017-03-23,2017,3,23,Thursday,12,2017-12,234.28,235.34,233.6,234.03,100410300,209.37,-0.0010669295732566,211.16357142857143,207.4188,-,
2017-03-24,2017,3,24,Friday,12,2017-12,234.38,235.04,232.96,233.86,112504900,209.21,-0.0007266222588958,210.9828571428571,207.5572,-,
2017-03-27,2017,3,27,Monday,13,2017-13,231.93,233.92,231.61,233.62,87454500,209.0,-0.0010261794645662,210.83285714285716,207.7016,-,
2017-03-28,2017,3,28,Tuesday,13,2017-13,233.27,235.81,233.14,235.32,93483900,210.52,0.0072768585079545,210.8192857142857,207.86720000000005,+,
2017-03-29,2017,3,29,Wednesday,13,2017-13,234.99,235.81,234.73,235.54,61950400,210.72,0.0009350093823479,210.8007142857143,208.051,+,
2017-03-30,2017,3,30,Thursday,13,2017-13,235.47,236.52,235.27,236.29,56737900,211.39,0.0031840277523826,210.77714285714288,208.2394,+,
2017-03-31,2017,3,31,Friday,13,2017-13,235.9,236.51,235.68,235.74,73733100,210.9,-0.0023275667857194,210.71071428571432,208.4328,-,
2017-04-03,2017,4,3,Monday,14,2017-14,235.8,236.03,233.91,235.33,85546500,210.53,-0.0017392024095022,210.6757142857143,208.604,-,
2017-04-04,2017,4,4,Tuesday,14,2017-14,235.0,235.58,234.56,235.48,56466200,210.66,0.0006372288950544,210.52,208.7884,+,
2017-04-05,2017,4,5,Wednesday,14,2017-14,236.26,237.39,234.54,234.78,108800600,210.04,-0.0029726137097175,210.35,208.9346,-,
2017-04-06,2017,4,6,Thursday,14,2017-14,234.94,236.04,234.43,235.44,69135800,210.63,0.0028111894289513,210.24857142857144,209.0574,+,
2017-04-07,2017,4,7,Friday,14,2017-14,235.15,236.0,234.64,235.2,74412300,210.41,-0.0010193652594872,210.1478571428572,209.1802,-,
2017-04-10,2017,4,10,Monday,15,2017-15,235.36,236.26,234.73,235.34,67615300,210.54,0.0005952304549139,210.2507142857143,209.312,+,
2017-04-11,2017,4,11,Tuesday,15,2017-15,234.9,235.18,233.34,235.06,88045300,210.29,-0.0011898976831493,210.3007142857143,209.464,-,
2017-04-12,2017,4,12,Wednesday,15,2017-15,234.74,234.96,233.77,234.03,81864400,209.37,-0.0043816280877562,210.3007142857143,209.598,-,
2017-04-13,2017,4,13,Thursday,15,2017-15,233.64,234.49,232.51,232.51,92880400,208.01,-0.0064949972385438,210.215,209.7032,-,
2017-04-17,2017,4,17,Monday,16,2017-16,233.11,234.57,232.88,234.57,68405400,209.85,0.0088600242489971,210.2757142857143,209.8426,+,
2017-04-18,2017,4,18,Tuesday,16,2017-16,233.72,234.49,233.08,233.87,83225800,209.22,-0.0029844358369927,210.18285714285716,209.9414,-,
2017-04-19,2017,4,19,Wednesday,16,2017-16,234.52,234.95,233.18,233.44,68699900,208.84,-0.0018385839942256,210.04857142857145,210.0398,-,
2017-04-20,2017,4,20,Thursday,16,2017-16,234.15,235.85,233.78,235.34,92572200,210.54,0.0081391574091387,209.98785714285717,210.172,+,
2017-04-21,2017,4,21,Friday,16,2017-16,235.25,235.31,234.13,234.59,110389800,209.87,-0.0031869515666418,209.91428571428568,210.2856,-,
2017-04-24,2017,4,24,Monday,17,2017-17,237.18,237.41,234.56,237.17,119209900,212.18,0.0109980825735218,210.03214285714287,210.42120000000003,+,
2017-04-25,2017,4,25,Tuesday,17,2017-17,237.91,238.95,237.81,238.55,76698300,213.41,0.0058186489319975,210.22857142857143,210.5652,+,
2017-04-26,2017,4,26,Wednesday,17,2017-17,238.51,239.53,238.35,238.4,84702500,213.28,-0.000628913414796,210.46,210.684,-,
2017-04-27,2017,4,27,Thursday,17,2017-17,238.77,238.95,237.98,238.6,57410300,213.45,0.0008388642929346,210.66142857142856,210.7896,+,
2017-04-28,2017,4,28,Friday,17,2017-17,238.9,238.93,237.93,238.08,63532800,212.99,-0.0021793620624727,210.8457142857143,210.8644,-,
2017-05-01,2017,5,1,Monday,18,2017-18,238.68,239.17,238.2,238.68,66882500,213.53,0.0025203337128161,211.0592857142857,210.9536,+,
2017-05-02,2017,5,2,Tuesday,18,2017-18,238.84,238.98,238.3,238.77,57375700,213.61,0.0003769567180083,211.29642857142855,211.0378,+,
2017-05-03,2017,5,3,Wednesday,18,2017-18,238.77,238.88,237.7,238.48,73137700,213.35,-0.0012147362182979,211.5807142857143,211.0918,-,
2017-05-04,2017,5,4,Thursday,18,2017-18,238.83,238.92,237.78,238.76,61462700,213.6,0.0011743023257393,211.98,211.1546,+,
2017-05-05,2017,5,5,Friday,18,2017-18,239.19,239.72,238.68,239.7,62001300,214.44,0.0039371102483738,212.30785714285716,211.23120000000003,+,
2017-05-08,2017,5,8,Monday,19,2017-19,239.75,239.92,239.17,239.66,48385700,214.4,-0.0001671475568527,212.6778571428572,211.3018,-,
2017-05-09,2017,5,9,Tuesday,19,2017-19,239.96,240.19,239.04,239.44,51363200,214.21,-0.0009177216135787,213.0614285714286,211.362,-,
2017-05-10,2017,5,10,Wednesday,19,2017-19,239.39,239.87,239.15,239.87,54293800,214.59,0.0017955996802154,213.35071428571428,211.4412,+,
2017-05-11,2017,5,11,Thursday,19,2017-19,239.35,239.57,238.13,239.38,62358300,214.15,-0.0020424628045508,213.65642857142856,211.4526,-,
2017-05-12,2017,5,12,Friday,19,2017-19,239.09,239.43,238.67,238.98,53912700,213.79,-0.0016712873601055,213.77142857142852,211.4836,-,
2017-05-15,2017,5,15,Monday,20,2017-20,239.47,240.44,239.45,240.3,61918900,214.98,0.005523424988834,213.88357142857143,211.5358,+,
2017-05-16,2017,5,16,Tuesday,20,2017-20,240.64,240.67,239.63,240.08,51241800,214.78,-0.0009152774607371,213.9907142857143,211.5966,-,
2017-05-17,2017,5,17,Wednesday,20,2017-20,240.08,240.08,235.75,235.82,172174100,210.97,-0.0177440898442986,213.8135714285714,211.594,-,
2017-05-18,2017,5,18,Thursday,20,2017-20,235.73,237.75,235.43,236.77,107047700,211.82,0.0040284340308034,213.73,211.6162,+,
2017-05-19,2017,5,19,Friday,20,2017-20,237.33,239.08,237.27,238.31,115011400,213.2,0.006504190959802,213.70642857142855,211.6606,+,
2017-05-22,2017,5,22,Monday,21,2017-21,238.9,239.71,238.82,239.52,61010600,214.28,0.0050774573119836,213.7542857142857,211.7118,+,
2017-05-23,2017,5,23,Tuesday,21,2017-21,239.95,240.24,239.51,240.05,48341700,214.75,0.00221272022523,213.8542857142857,211.7702,+,
2017-05-24,2017,5,24,Wednesday,21,2017-21,240.32,240.73,239.93,240.61,46927700,215.25,0.0023328884694857,213.97214285714287,211.8548,+,
2017-05-25,2017,5,25,Thursday,21,2017-21,241.2,242.08,240.96,241.76,64071700,216.28,0.004779467380346,214.10357142857143,211.9236,+,
2017-05-26,2017,5,26,Friday,21,2017-21,241.54,241.9,241.45,241.71,46629900,216.24,-0.0002065721406284,214.235,212.0,-,
2017-05-30,2017,5,30,Tuesday,22,2017-22,241.34,241.79,241.16,241.5,35201900,216.05,-0.0008690806494282,214.36642857142857,212.08,-,
2017-05-31,2017,5,31,Wednesday,22,2017-22,241.84,241.88,240.64,241.44,91796000,216.0,-0.0002483935814308,214.46714285714285,212.1636,-,
2017-06-01,2017,6,1,Thursday,22,2017-22,241.97,243.38,241.64,243.36,68962000,217.71,0.0079523355786854,214.7214285714286,212.3358,+,
2017-06-02,2017,6,2,Friday,22,2017-22,243.42,244.35,243.08,244.17,88666100,218.44,0.0033282793781035,215.05357142857144,212.5128,+,
2017-06-05,2017,6,5,Monday,23,2017-23,243.97,244.3,243.76,243.99,44698800,218.28,-0.0007371020586676,215.2892857142857,212.69100000000003,-,
2017-06-06,2017,6,6,Tuesday,23,2017-23,243.34,243.98,243.12,243.21,50375400,217.58,-0.003196861174603,215.4892857142857,212.8584,-,
2017-06-07,2017,6,7,Wednesday,23,2017-23,243.6,243.92,242.83,243.66,54144300,217.98,0.0018503092521493,215.99,213.038,+,
2017-06-08,2017,6,8,Thursday,23,2017-23,243.77,244.33,243.17,243.78,65950700,218.09,0.0004924531812475,216.43785714285715,213.1894,+,
2017-06-09,2017,6,9,Friday,23,2017-23,244.09,245.01,241.95,243.41,132256400,217.76,-0.0015178423437993,216.76357142857145,213.3302,-,
2017-06-12,2017,6,12,Monday,24,2017-24,243.13,243.42,242.38,243.36,86108100,217.71,-0.0002053120031213,217.00857142857143,213.4566,-,
2017-06-13,2017,6,13,Tuesday,24,2017-24,243.98,244.61,243.58,244.55,60067000,218.78,0.0048897419847571,217.29642857142855,213.6142,+,
2017-06-14,2017,6,14,Wednesday,24,2017-24,244.86,244.87,243.29,244.24,78602300,218.5,-0.0012675584817753,217.52857142857144,213.7736,-,
2017-06-15,2017,6,15,Thursday,24,2017-24,242.68,243.91,242.36,243.77,66464900,218.08,-0.0019243519348899,217.65714285714287,213.922,-,
2017-06-16,2017,6,16,Friday,24,2017-24,242.77,242.83,241.63,242.64,84553100,218.13,0.0002184428147917,217.7921428571429,214.0838,+,
2017-06-19,2017,6,19,Monday,25,2017-25,243.59,244.73,243.48,244.66,65123800,219.94,0.0083251767447405,218.07,214.27,+,
2017-06-20,2017,6,20,Tuesday,25,2017-25,244.25,244.26,242.99,243.01,56906400,218.46,-0.0067441125079279,218.24571428571423,214.431,-,
